"Recorded Crime Offences (Number) by Type of Offence, Garda Station and"
"Year"

" ","Thurles, Tipperary Division",0
" ","Timoleague, Cork West Division",0
" ","Tinahely, Wicklow Division",0
" ","Tipperary, Tipperary Division",0
" ","Togher, Cork City Division",0
" ","Toomevara, Tipperary Division",0
" ","Tralee, Kerry Division",0
" ","Tramore, Waterford Division",0
" ","Trim, Meath Division",0
" ","Tuam, Galway Division",0
" ","Tubbercurry, Sligo/Leitrim Division",0
" ","Tulla, Clare Division",0
" ","Tullamore, Laois/Offaly Division",0
" ","Tullow, Kilkenny/Carlow Division",0
" ","Tulsk, Roscommon/Longford Division",0
" ","Urlingford, Kilkenny/Carlow Division",0
" ","Virginia, Cavan/Monaghan Division",0
" ","Watercourse Road, Cork City Division",0
" ","Waterford, Waterford Division",2
" ","Watergrasshill, Cork North Division",0
" ","Westport, Mayo Division",0
" ","Wexford, Wexford Division",0
" ","Whitegate, Cork North Division",0
" ","Wicklow, Wicklow Division",1
" ","Williamstown, Galway Division",0
" ","Woodford, Galway Division",0
" ","Youghal, Cork North Division",0
"06 ,Robbery, extortion and hijacking offences"
" ","Abbeyfeale, Limerick Division",0
" ","Abbeyleix, Laois/Offaly Division",0
" ","Adare, Limerick Division",0
" ","Aglish, Waterford Division",1
" ","Ahascragh, Galway Division",0
" ","Ailt an Chorraiin, Donegal Division",0
" ","An Bun Beag, Donegal Division",0
" ","An Charraig, Donegal Division",0
" ","An Cheathru Rua, Galway Division",0
" ","An Clochain Liath, Donegal Division",0
" ","An Coirean, Kerry Division",0
" ","An Craoslach, Donegal Division",0
" ","An Fail Carrach, Donegal Division",0
" ","An Maim, Galway Division",0
" ","An Rinn, Waterford Division",0
" ","An Spideal, Galway Division",0
" ","Anglesea Street, Cork City Division",12
" ","Annascaul, Kerry Division",0
" ","Aran More, Galway Division",2
" ","Ard an Raitha, Donegal Division",0
" ","Ardee, Louth Division",2
" ","Ardfert, Kerry Division",0
" ","Ardfinnan, Tipperary Division",0
" ","Ardmore, Waterford Division",0
" ","Ardnacrusha, Limerick Division",1
" ","Ardrahan, Galway Division",0
" ","Arklow, Wicklow Division",8
" ","Arles, Laois/Offaly Division",0
" ","Arva, Cavan/Monaghan Division",0
" ","Ashbourne, Meath Division",5
" ","Ashford, Wicklow Division",0
" ","Askeaton, Limerick Division",0
" ","Athea, Limerick Division",0
" ","Athenry, Galway Division",0
" ","Athleague, Roscommon/Longford Division",0
" ","Athlone, Westmeath Division",1
" ","Athy, Kildare Division",8
" ","Aughrim, Wicklow Division",0
" ","Avoca, Wicklow Division",1
" ","Baile AÅtha Bui, Meath Division",0
" ","Baile an FheirtÈaraigh, Kerry Division",0
" ","Baile Bhuirne, Cork West Division",0
" ","Bailieboro, Cavan/Monaghan Division",0
" ","Balbriggan, D.M.R. Northern Division",4
" ","Balla, Mayo Division",0
" ","Ballaghderreen, Roscommon/Longford Division",0
" ","Ballina, Mayo Division",0
" ","Ballinagh, Cavan/Monaghan Division",0
" ","Ballinamore, Sligo/Leitrim Division",0
" ","Ballinasloe, Galway Division",2
" ","Ballincollig, Cork City Division",0
" ","Ballindine, Mayo Division",0
" ","Ballineen, Cork West Division",0
" ","Ballingarry North, Tipperary Division",1
" ","Ballingarry South, Tipperary Division",0
" ","Ballingarry, Limerick Division",0
" ","Ballinhassig, Cork West Division",1
" ","Ballinlough, Roscommon/Longford Division",0
" ","Ballinrobe, Mayo Division",0
" ","Ballintra, Donegal Division",0
" ","Ballivor, Meath Division",0
" ","Ballon, Kilkenny/Carlow Division",0
" ","Ballybay, Cavan/Monaghan Division",0
" ","Ballybofey, Donegal Division",1
" ","Ballybunion, Kerry Division",0
" ","Ballyconnell, Cavan/Monaghan Division",0
" ","Ballycotton, Cork North Division",0
" ","Ballycroy, Mayo Division",0
" ","Ballycullane, Wexford Division",0
" ","Ballydehob, Cork West Division",0
" ","Ballydesmond, Cork West Division",0
" ","Ballyduff,  Co. Kerry, Kerry Division",0
" ","Ballyfermot, D.M.R. Western Division",40
" ","Ballygar, Galway Division",0
" ","Ballyhale, Kilkenny/Carlow Division",0
" ","Ballyhaunis, Mayo Division",0
" ","Ballyheigue, Kerry Division",0
" ","Ballyjamesduff, Cavan/Monaghan Division",0
" ","Ballylanders, Limerick Division",0
" ","Ballylinan, Laois/Offaly Division",0
" ","Ballymacarberry, Waterford Division",0
" ","Ballymahon, Roscommon/Longford Division",0
" ","Ballymore, Westmeath Division",0
" ","Ballymote, Sligo/Leitrim Division",0
" ","Ballymun, D.M.R. Northern Division",24
" ","Ballynacargy, Westmeath Division",0
" ","Ballyneety, Limerick Division",0
" ","Ballynoe, Cork North Division",0
" ","Ballyporeen, Tipperary Division",0
" ","Ballyshannon, Donegal Division",0
" ","Ballyvaughan, Clare Division",0
" ","Baltimore, Cork West Division",0
" ","Baltinglass, Wicklow Division",0
" ","Banagher, Laois/Offaly Division",0
" ","Bandon, Cork West Division",0
" ","Bangor Erris, Mayo Division",0
" ","Bansha, Tipperary Division",0
" ","Bantry, Cork West Division",0
" ","Barnaderg, Galway Division",0
" ","Barraduff, Kerry Division",0
" ","BÈal aÅtha an Ghaorthaidh, Cork West Division",0
" ","BÈal an Mhuirthead, Mayo Division",0
" ","Belturbet, Cavan/Monaghan Division",0
" ","Bennettsbridge, Kilkenny/Carlow Division",0
" ","Birr,  Laois/Offaly Division",0
" ","Bishopstown, Cork City Division",2
" ","Blacklion, Cavan/Monaghan Division",0
" ","Blackrock, Co Cork, Cork City Division",0
" ","Blackrock, Co Dublin, D.M.R. Eastern Division",5
" ","Blackrock, Co Louth, Louth Division",1
" ","Blackwater, Wexford Division",0
" ","Blanchardstown, D.M.R. Western Division",58
" ","Blarney, Cork City Division",1
" ","Blessington, Wicklow Division",2
" ","Boherbue, Cork West Division",0
" ","Bonniconlon, Mayo Division",0
" ","Borris, Kilkenny/Carlow Division",0
" ","Borris-In-Ossory, Laois/Offaly Division",0
" ","Borrisokane, Tipperary Division",0
" ","Borrisoleigh, Tipperary Division",0
" ","Bothar Na Tra, Galway Division",3
" ","Boyle, Roscommon/Longford Division",0
" ","Bray, Wicklow Division",5
" ","Bridewell Cork, Cork City Division",6
" ","Bridewell Dublin, D.M.R. North Central Division",31
" ","Bruff, Limerick Division",0
" ","Bruree, Limerick Division",0
" ","Bunclody, Wexford Division",1
" ","Buncrana, Donegal Division",2
" ","Bundoran, Donegal Division",0
" ","Burnfoot, Donegal Division",0
" ","Buttevant, Cork North Division",0
" ","Cabinteely, D.M.R. Eastern Division",10
" ","Cabra, D.M.R. Western Division",18
" ","Caherciveen, Kerry Division",0
" ","Caherconlish, Limerick Division",0
" ","Cahir, Tipperary Division",0
" ","Callan, Kilkenny/Carlow Division",0
" ","Campile, Wexford Division",0
" ","Cappamore, Limerick Division",0
" ","Cappawhite, Tipperary Division",0
" ","Cappoquin, Waterford Division",0
" ","Carbury, Kildare Division",1
" ","Carlingford, Louth Division",0
" ","Carlow, Kilkenny/Carlow Division",4
" ","Carna, Galway Division",0
" ","Carndonagh, Donegal Division",1
" ","Carnew, Wicklow Division",1
" ","Carraig Airt, Donegal Division",0
" ","Carrickbyrne, Wexford Division",0
" ","Carrickmacross, Cavan/Monaghan Division",1
" ","Carrick-on-Bannow, Wexford Division",0
" ","Carrick-On-Shannon, Sligo/Leitrim Division",0
" ","Carrick-On-Suir, Tipperary Division",0
" ","Carrigaline, Cork City Division",0
" ","Carrigallen, Sligo/Leitrim Division",0
" ","Carrigans, Donegal Division",0
" ","Carrigtwohill, Cork North Division",0
" ","Cashel, Tipperary Division",1
" ","Castlebar, Mayo Division",1
" ","Castlebellingham, Louth Division",1
" ","Castleblayney, Cavan/Monaghan Division",1
" ","Castlebridge, Wexford Division",0
" ","Castlecomer, Kilkenny/Carlow Division",1
" ","Castleconnell, Limerick Division",0
" ","Castledermot, Kildare Division",0
" ","Castlefin, Donegal Division",0
" ","Castlegregory, Kerry Division",0
" ","Castleisland, Kerry Division",0
" ","Castlemaine, Kerry Division",0
" ","Castlepollard, Westmeath Division",0
" ","Castlerea, Roscommon/Longford Division",0
" ","Castletownbere, Cork West Division",0
" ","Castletownroche, Cork North Division",0
" ","Cavan, Cavan/Monaghan Division",9
" ","Celbridge, Kildare Division",6
" ","Charlestown, Mayo Division",0
" ","Charleville, Cork North Division",0
" ","Cill Ronain, Galway Division",0
" ","Clane, Kildare Division",1
" ","Clara, Laois/Offaly Division",1
" ","Claremorris, Mayo Division",0
" ","Clifden, Galway Division",0
" ","Cloch na Ron, Galway Division",0
" ","Cloghan, Co. Offaly, Laois/Offaly Division",0
" ","Clogheen, Co. Tipperary, Tipperary Division",0
" ","Clogher, Donegal Division",0
" ","Clogherhead, Louth Division",1
" ","Clonakilty, Cork West Division",0
" ","Clonark, Roscommon/Longford Division",1
" ","Clonaslee, Laois/Offaly Division",0
" ","Clonbologue, Laois/Offaly Division",0
" ","Clondalkin, D.M.R. Western Division",17
" ","Clones, Cavan/Monaghan Division",0
" ","Clonmany, Donegal Division",0
" ","Clonmel, Tipperary Division",2
" ","Clonroche, Wexford Division",0
" ","Clontarf, D.M.R. Northern Division",15
" ","Cloughjordan, Tipperary Division",0
" ","Cloyne, Cork North Division",0
" ","Coachford, Cork West Division",0
" ","Cobh, Cork North Division",1
" ","Collon, Louth Division",0
" ","Collooney, Sligo/Leitrim Division",0
" ","Cong, Mayo Division",0
" ","Convoy, Donegal Division",0
" ","Coolaney, Sligo/Leitrim Division",0
" ","Coolock, D.M.R. Northern Division",28
" ","Cootehill, Cavan/Monaghan Division",0
" ","Corofin Co. Clare, Clare Division",0
" ","Corofin Co. Galway, Galway Division",0
" ","Courtown Harbour, Wexford Division",0
" ","Craughwell, Galway Division",1
" ","Creggs, Galway Division",0
" ","Crookstown, Cork West Division",0
" ","Croom, Limerick Division",0
" ","Crosshaven, Cork City Division",0
" ","Crossmolina, Mayo Division",0
" ","Crumlin, D.M.R. Southern Division",18
" ","Crusheen, Clare Division",0
" ","Daingean, Laois/Offaly Division",0
" ","Delvin, Westmeath Division",0
" ","Dingle, Kerry Division",1
" ","Dolla, Tipperary Division",0
" ","Donegal Town, Donegal Division",0
" ","Doneraile, Cork North Division",0
" ","Donnybrook, D.M.R. South Central Division",8
" ","Douglas, Cork City Division",3
" ","Dowra, Cavan/Monaghan Division",0
" ","Drimoleague, Cork West Division",0
" ","Drinagh, Cork West Division",0
" ","Drogheda, Louth Division",24
" ","Drumad, Louth Division",0
" ","Drumcollogher, Limerick Division",0
" ","Drumlish, Roscommon/Longford Division",0
" ","Drumshambo, Sligo/Leitrim Division",0
" ","Dublin Airport, D.M.R. Northern Division",0
" ","Duleek, Meath Division",4
" ","Dun Fionnachaid, Donegal Division",0
" ","Dun Laoghaire, D.M.R. Eastern Division",12
" ","Dunboyne, Meath Division",9
" ","Duncannon, Wexford Division",0
" ","Dundalk, Louth Division",20
" ","Dundrum, D.M.R. Eastern Division",18
" ","Dungarvan, Waterford Division",2
" ","Dunlavin, Wicklow Division",0
" ","Dunleer, Louth Division",1
" ","Dunmanway, Cork West Division",0
" ","Dunmore East, Waterford Division",0
" ","Dunmore, Galway Division",0
" ","Dunshaughlin, Meath Division",1
" ","Durrow, Laois/Offaly Division",0
" ","Durrus, Cork West Division",0
" ","Edenderry, Laois/Offaly Division",0
" ","Edgeworthstown, Roscommon/Longford Division",1
" ","Elphin, Roscommon/Longford Division",0
" ","Emly, Tipperary Division",0
" ","Emyvale, Cavan/Monaghan Division",0
" ","Enfield, Meath Division",1
" ","Ennis, Clare Division",7
" ","Enniscorthy, Wexford Division",2
" ","Enniscrone, Sligo/Leitrim Division",0
" ","Enniskerry, Wicklow Division",0
" ","Ennistymon, Clare Division",0
" ","Eyrecourt, Galway Division",0
" ","Farranfore, Kerry Division",0
" ","Ferbane, Laois/Offaly Division",0
" ","Fermoy, Cork North Division",1
" ","Ferns, Wexford Division",0
" ","Ferrybank, Waterford Division",1
" ","Fethard, Tipperary Division",0
" ","Finglas, D.M.R. Western Division",48
" ","Fitzgibbon Street, D.M.R. North Central Division",36
" ","Foxford, Mayo Division",0
" ","Foynes, Limerick Division",0
" ","Frenchpark, Roscommon/Longford Division",0
" ","Freshford, Kilkenny/Carlow Division",0
" ","Gaillimh, Galway Division",7
" ","Garristown, D.M.R. Northern Division",0
" ","Glanmire, Cork City Division",0
" ","Glantaine, Cork North Division",0
" ","Glasson, Westmeath Division",0
" ","Gleann na Muaidhe, Mayo Division",0
" ","Glenamaddy, Galway Division",0
" ","Glenbeigh, Kerry Division",0
" ","Glengarriff, Cork West Division",0
" ","Glenmore, Kilkenny/Carlow Division",0
" ","Glin, Limerick Division",0
" ","Glynn, Wexford Division",0
" ","Gob an Choire, Mayo Division",0
" ","Golden, Tipperary Division",0
" ","Goresbridge, Kilkenny/Carlow Division",1
" ","Gorey, Wexford Division",1
" ","Gort, Galway Division",1
" ","Graiguenamanagh, Kilkenny/Carlow Division",1
" ","Granard, Roscommon/Longford Division",0
" ","Grange, Sligo/Leitrim Division",0
" ","Greystones, Wicklow Division",2
" ","Gurranabraher, Cork City Division",7
" ","Gurteen, Sligo/Leitrim Division",1
" ","Hackballscross, Louth Division",1
" ","Hacketstown, Kilkenny/Carlow Division",0
" ","Headford, Galway Division",0
" ","Henry Street, Limerick Division",19
" ","Holycross, Tipperary Division",0
" ","Hospital Co Limerick, Limerick Division",0
" ","Howth, D.M.R. Northern Division",6
" ","Indreabhain, Galway Division",0
" ","Innishannon, Cork West Division",0
" ","Irishtown, D.M.R. South Central Division",6
" ","Kanturk, Cork North Division",0
" ","Keadue, Roscommon/Longford Division",0
" ","Kealkil, Cork West Division",0
" ","Keel, Mayo Division",0
" ","Kells Ceanannus Mor, Meath Division",1
" ","Kenagh, Roscommon/Longford Division",0
" ","Kenmare, Kerry Division",0
" ","Kerrykeel, Donegal Division",0
" ","Kevin Street, D.M.R. South Central Division",44
" ","Kilbeggan, Westmeath Division",1
" ","Kilbrittain, Cork West Division",0
" ","Kilcock, Kildare Division",5
" ","Kilconnell, Galway Division",0
" ","Kilcormac, Laois/Offaly Division",0
" ","Kilcullen, Kildare Division",0
" ","Kildare, Kildare Division",1
" ","Kildorrery, Cork North Division",0
" ","Kildysart, Clare Division",0
" ","Kilkee, Clare Division",0
" ","Kilkelly, Mayo Division",0
" ","Kilkenny, Kilkenny/Carlow Division",4
" ","Kill, Co Waterford, Waterford Division",0
" ","Killala, Mayo Division",0
" ","Killaloe, Clare Division",0
" ","Killarney, Kerry Division",0
" ","Killeagh, Cork North Division",0
" ","Killenaule, Tipperary Division",0
" ","Killeshandra, Cavan/Monaghan Division",0
" ","Killimor, Galway Division",0
" ","Killorglin, Kerry Division",1
" ","Killucan, Westmeath Division",0
" ","Kilmacow, Kilkenny/Carlow Division",0
" ","Kilmacrennan, Donegal Division",0
" ","Kilmacthomas, Waterford Division",0
" ","Kilmaine, Mayo Division",0
" ","Kilmainham, D.M.R. South Central Division",24
" ","Kilmallock, Limerick Division",0
" ","Kilmeaden, Waterford Division",0
" ","Kilmoganny, Kilkenny/Carlow Division",0
" ","Kilmore Quay, Wexford Division",0
" ","Kilnaleck, Cavan/Monaghan Division",0
" ","Kilrickle, Galway Division",0
" ","Kilrush, Clare Division",2
" ","Kilsheelan, Tipperary Division",0
" ","Kiltimagh, Mayo Division",0
" ","Kiltormer, Galway Division",0
" ","Kilworth, Cork North Division",0
" ","Kingscourt, Cavan/Monaghan Division",0
" ","Kinlough, Sligo/Leitrim Division",0
" ","Kinnegad, Westmeath Division",2
" ","Kinnitty, Laois/Offaly Division",0
" ","Kinsale, Cork West Division",0
" ","Kinvara, Galway Division",0
" ","Knock, Mayo Division",0
" ","Knocknagoshel, Kerry Division",0
" ","Lanesboro, Roscommon/Longford Division",1
" ","Laytown, Meath Division",3
" ","Leach Seoirse, Galway Division",0
" ","Leamybrien, Waterford Division",0
" ","Leitir Mor, Galway Division",0
" ","Leixlip, Kildare Division",2
" ","Letterfrack, Galway Division",0
" ","Letterkenny, Donegal Division",6
" ","Lifford, Donegal Division",1
" ","Liscarroll, Cork North Division",0
" ","Lisdoonvarna, Clare Division",0
" ","Lismore, Waterford Division",0
" ","Lissycasey, Clare Division",0
" ","Listowel, Kerry Division",0
" ","Littleton, Tipperary Division",0
" ","Lixnaw, Kerry Division",0
" ","Longford, Roscommon/Longford Division",4
" ","Longwood, Meath Division",0
" ","Lorrha, Tipperary Division",0
" ","Loughrea, Galway Division",0
" ","Louisburgh, Mayo Division",0
" ","Louth, Louth Division",1
" ","Lucan, D.M.R. Western Division",11
" ","Lusk, D.M.R. Northern Division",2
" ","Macroom, Cork West Division",1
" ","Maigh Cuilinn, Galway Division",0
" ","Malahide, D.M.R. Northern Division",0
" ","Mallow, Cork North Division",0
" ","Manorhamilton, Sligo/Leitrim Division",0
" ","Mayfield, Cork City Division",2
" ","Maynooth, Kildare Division",4
" ","Mayorstone Park, Limerick Division",4
" ","Midleton, Cork North Division",0
" ","Milford, Co Cork, Cork North Division",0
" ","Milford, Co Donegal, Donegal Division",0
" ","Millstreet, Co. Cork, Cork West Division",0
" ","Milltown, Galway Division",0
" ","Miltown Malbay, Clare Division",0
" ","Mitchelstown, Cork North Division",0
" ","Moate, Westmeath Division",0
" ","Mohill, Sligo/Leitrim Division",0
" ","Monaghan, Cavan/Monaghan Division",0
" ","Monasterevin, Kildare Division",1
" ","Moneygall, Tipperary Division",0
" ","Monivea, Galway Division",0
" ","Mooncoin, Kilkenny/Carlow Division",0
" ","Mountbellew, Galway Division",0
" ","Mountcharles, Donegal Division",0
" ","Mountjoy, D.M.R. North Central Division",33
" ","Mountmellick, Laois/Offaly Division",0
" ","Mountrath, Laois/Offaly Division",1
" ","Moville, Donegal Division",1
" ","Moylough, Galway Division",0
" ","Moyne, Tipperary Division",0
" ","Muff, Donegal Division",1
" ","Muine Bheag, Kilkenny/Carlow Division",1
" ","Mullagh, Cavan/Monaghan Division",0
" ","Mullinahone, Tipperary Division",1
" ","Mullinavat, Kilkenny/Carlow Division",0
" ","Mullingar, Westmeath Division",6
" ","Multyfarnham, Westmeath Division",0
" ","Murroe, Limerick Division",0
" ","Myshall, Kilkenny/Carlow Division",0
" ","Na Cealla Beaga, Donegal Division",0
" ","Na Gleannta, Donegal Division",0
" ","Naas, Kildare Division",5
" ","Navan, Meath Division",9
" ","Nenagh, Tipperary Division",2
" ","New Ross, Wexford Division",3
" ","Newbridge, Kildare Division",7
" ","Newcastle West, Limerick Division",0
" ","Newmarket on Fergus, Clare Division",1
" ","Newmarket, Cork North Division",0
" ","Newport, Co Mayo, Mayo Division",0
" ","Newport, Co Tipperary, Tipperary Division",0
" ","Newtowncunningham, Donegal Division",0
" ","Newtownmountkennedy, Wicklow Division",0
" ","Nobber, Meath Division",0
" ","Oldcastle, Meath Division",0
" ","Omeath, Louth Division",0
" ","Oola, Limerick Division",0
" ","Oughterard, Galway Division",0
" ","Oulart, Wexford Division",0
" ","Oylegate, Wexford Division",0
" ","Pallasgreen, Limerick Division",0
" ","Pallaskenry, Limerick Division",0
" ","Partry, Mayo Division",0
" ","Passage East, Waterford Division",0
" ","Passage West, Cork City Division",0
" ","Patrickswell, Limerick Division",0
" ","Pearse Street, D.M.R. South Central Division",94
" ","Pettigo, Donegal Division",0
" ","Piltown, Kilkenny/Carlow Division",1
" ","Portarlington, Laois/Offaly Division",0
" ","Portlaoise, Laois/Offaly Division",9
" ","Portlaw, Waterford Division",0
" ","Portmagee, Kerry Division",0
" ","Portroe, Tipperary Division",0
" ","Portumna, Galway Division",0
" ","Raheny, D.M.R. Northern Division",15
" ","Ramelton, Donegal Division",0
" ","Raphoe, Donegal Division",1
" ","Rathangan, Kildare Division",0
" ","Rathcoole, D.M.R. Western Division",6
" ","Rathcormac, Co Cork, Cork North Division",0
" ","Rathdowney, Laois/Offaly Division",0
" ","Rathdrum, Wicklow Division",2
" ","Rathfarnham, D.M.R. Southern Division",13
" ","Rathgormack, Co Waterford, Waterford Division",0
" ","Rathkeale, Limerick Division",0
" ","Rathmines, D.M.R. Southern Division",8
" ","Rathmore, Co Kerry, Cork West Division",0
" ","Rathmullen, Donegal Division",0
" ","Rathvilly, Kilkenny/Carlow Division",0
" ","Rhode, Laois/Offaly Division",0
" ","Riverstown, Sligo/Leitrim Division",0
" ","Robertstown, Kildare Division",2
" ","Rochfortbridge, Westmeath Division",1
" ","Rockcorry, Cavan/Monaghan Division",0
" ","Ronanstown, D.M.R. Western Division",30
" ","Roosky, Roscommon/Longford Division",0
" ","Ros Muc, Galway Division",0
" ","Roscommon, Roscommon/Longford Division",1
" ","Roscrea, Tipperary Division",0
" ","Rosscarbery, Cork West Division",0
" ","Rosses Point, Sligo/Leitrim Division",0
" ","Rosslare Harbour, Wexford Division",0
" ","Rosslare Strand, Wexford Division",0
" ","Roundwood, Wicklow Division",0
" ","Roxboro Road, Limerick Division",14
" ","Santry, D.M.R. Northern Division",31
" ","Scariff, Clare Division",0
" ","Schull, Cork West Division",0
" ","Scotstown, Cavan/Monaghan Division",0
" ","Shankill, D.M.R. Eastern Division",8
" ","Shannon, Clare Division",1
" ","Shercock, Cavan/Monaghan Division",0
" ","Shevry, Tipperary Division",0
" ","Shillelagh, Wicklow Division",0
" ","Shinrone, Laois/Offaly Division",0
" ","Shrule, Mayo Division",0
" ","Sixmilebridge, Clare Division",0
" ","Skerries, D.M.R. Northern Division",3
" ","Skibbereen, Cork West Division",0
" ","Skreen, Sligo/Leitrim Division",0
" ","Slane, Meath Division",1
" ","Sligo, Sligo/Leitrim Division",7
" ","Smear, Roscommon/Longford Division",0
" ","Sneem, Kerry Division",0
" ","Sraith Salach, Galway Division",0
" ","Stoneyford, Kilkenny/Carlow Division",0
" ","Store Street, D.M.R. North Central Division",81
" ","Stradbally Co Laois, Laois/Offaly Division",0
" ","Strokestown, Roscommon/Longford Division",0
" ","Stuake, Cork West Division",0
" ","Summerhill, Meath Division",0
" ","Sundrive Road, D.M.R. Southern Division",27
" ","Swanlinbar, Cavan/Monaghan Division",0
" ","Swinford, Mayo Division",0
" ","Swords, D.M.R. Northern Division",24
" ","Taghmon, Wexford Division",0
" ","Tallaght, D.M.R. Southern Division",79
" ","Tallow, Waterford Division",0
" ","Tarbert, Kerry Division",2
" ","Tarelton, Cork West Division",0
" ","Taughmaconnell, Roscommon/Longford Division",0
" ","Templederry, Tipperary Division",0
" ","Templemore, Tipperary Division",2
" ","Templetuohy, Tipperary Division",0
" ","Terenure, D.M.R. Southern Division",11
" ","Thomastown, Kilkenny/Carlow Division",0
" ","Thurles, Tipperary Division",0
" ","Timoleague, Cork West Division",0
" ","Tinahely, Wicklow Division",0
" ","Tipperary, Tipperary Division",0
" ","Togher, Cork City Division",3
" ","Toomevara, Tipperary Division",0
" ","Tralee, Kerry Division",2
" ","Tramore, Waterford Division",2
" ","Trim, Meath Division",1
" ","Tuam, Galway Division",1
" ","Tubbercurry, Sligo/Leitrim Division",0
" ","Tulla, Clare Division",0
" ","Tullamore, Laois/Offaly Division",1
" ","Tullow, Kilkenny/Carlow Division",1
" ","Tulsk, Roscommon/Longford Division",0
" ","Urlingford, Kilkenny/Carlow Division",1
" ","Virginia, Cavan/Monaghan Division",0
" ","Watercourse Road, Cork City Division",21
" ","Waterford, Waterford Division",11
" ","Watergrasshill, Cork North Division",0
" ","Westport, Mayo Division",0
" ","Wexford, Wexford Division",4
" ","Whitegate, Cork North Division",0
" ","Wicklow, Wicklow Division",1
" ","Williamstown, Galway Division",0
" ","Woodford, Galway Division",0
" ","Youghal, Cork North Division",1
"07 ,Burglary and related offences"
" ","Abbeyfeale, Limerick Division",16
" ","Abbeyleix, Laois/Offaly Division",31
" ","Adare, Limerick Division",7
" ","Aglish, Waterford Division",0
" ","Ahascragh, Galway Division",1
" ","Ailt an Chorraiin, Donegal Division",2
" ","An Bun Beag, Donegal Division",5
" ","An Charraig, Donegal Division",0
" ","An Cheathru Rua, Galway Division",2
" ","An Clochain Liath, Donegal Division",0
" ","An Coirean, Kerry Division",4
" ","An Craoslach, Donegal Division",0
" ","An Fail Carrach, Donegal Division",0
" ","An Maim, Galway Division",1
" ","An Rinn, Waterford Division",3
" ","An Spideal, Galway Division",1
" ","Anglesea Street, Cork City Division",56
" ","Annascaul, Kerry Division",4
" ","Aran More, Galway Division",26
" ","Ard an Raitha, Donegal Division",1
" ","Ardee, Louth Division",30
" ","Ardfert, Kerry Division",3
" ","Ardfinnan, Tipperary Division",1
" ","Ardmore, Waterford Division",7
" ","Ardnacrusha, Limerick Division",16
" ","Ardrahan, Galway Division",4
" ","Arklow, Wicklow Division",74
" ","Arles, Laois/Offaly Division",14
" ","Arva, Cavan/Monaghan Division",3
" ","Ashbourne, Meath Division",64
" ","Ashford, Wicklow Division",10
" ","Askeaton, Limerick Division",5
" ","Athea, Limerick Division",5
" ","Athenry, Galway Division",8
" ","Athleague, Roscommon/Longford Division",2
" ","Athlone, Westmeath Division",79
" ","Athy, Kildare Division",63
" ","Aughrim, Wicklow Division",6
" ","Avoca, Wicklow Division",6
" ","Baile AÅtha Bui, Meath Division",18
" ","Baile an FheirtÈaraigh, Kerry Division",2
" ","Baile Bhuirne, Cork West Division",1
" ","Bailieboro, Cavan/Monaghan Division",6
" ","Balbriggan, D.M.R. Northern Division",86
" ","Balla, Mayo Division",2
" ","Ballaghderreen, Roscommon/Longford Division",12
" ","Ballina, Mayo Division",33
" ","Ballinagh, Cavan/Monaghan Division",9
" ","Ballinamore, Sligo/Leitrim Division",4
" ","Ballinasloe, Galway Division",18
" ","Ballincollig, Cork City Division",23
" ","Ballindine, Mayo Division",2
" ","Ballineen, Cork West Division",1
" ","Ballingarry North, Tipperary Division",0
" ","Ballingarry South, Tipperary Division",1
" ","Ballingarry, Limerick Division",5
" ","Ballinhassig, Cork West Division",2
" ","Ballinlough, Roscommon/Longford Division",2
" ","Ballinrobe, Mayo Division",8
" ","Ballintra, Donegal Division",3
" ","Ballivor, Meath Division",10
" ","Ballon, Kilkenny/Carlow Division",20
" ","Ballybay, Cavan/Monaghan Division",4
" ","Ballybofey, Donegal Division",8
" ","Ballybunion, Kerry Division",0
" ","Ballyconnell, Cavan/Monaghan Division",4
" ","Ballycotton, Cork North Division",3
" ","Ballycroy, Mayo Division",2
" ","Ballycullane, Wexford Division",7
" ","Ballydehob, Cork West Division",4
" ","Ballydesmond, Cork West Division",1
" ","Ballyduff,  Co. Kerry, Kerry Division",2
" ","Ballyfermot, D.M.R. Western Division",105
" ","Ballygar, Galway Division",1
" ","Ballyhale, Kilkenny/Carlow Division",2
" ","Ballyhaunis, Mayo Division",11
" ","Ballyheigue, Kerry Division",2
" ","Ballyjamesduff, Cavan/Monaghan Division",7
" ","Ballylanders, Limerick Division",8
" ","Ballylinan, Laois/Offaly Division",8
" ","Ballymacarberry, Waterford Division",6
" ","Ballymahon, Roscommon/Longford Division",14
" ","Ballymore, Westmeath Division",4
" ","Ballymote, Sligo/Leitrim Division",9
" ","Ballymun, D.M.R. Northern Division",66
" ","Ballynacargy, Westmeath Division",2
" ","Ballyneety, Limerick Division",6
" ","Ballynoe, Cork North Division",6
" ","Ballyporeen, Tipperary Division",2
" ","Ballyshannon, Donegal Division",2
" ","Ballyvaughan, Clare Division",5
" ","Baltimore, Cork West Division",0
" ","Baltinglass, Wicklow Division",23
" ","Banagher, Laois/Offaly Division",3
" ","Bandon, Cork West Division",5
" ","Bangor Erris, Mayo Division",2
" ","Bansha, Tipperary Division",2
" ","Bantry, Cork West Division",3
" ","Barnaderg, Galway Division",4
" ","Barraduff, Kerry Division",1
" ","BÈal aÅtha an Ghaorthaidh, Cork West Division",0
" ","BÈal an Mhuirthead, Mayo Division",0
